,movieId,title,rating,genres,tag_y
76,48,pocahontas,3.1470588235294117,"['Animation', 'Children', 'Drama', 'Musical', 'Romance']",[nan]
77,49,when night is falling,3.0,"['Drama', 'Romance']",[nan]
78,50,"usual suspects, the",4.237745098039215,"['Crime', 'Mystery', 'Thriller']","['mindfuck', 'suspense', 'thriller', 'tricky', 'twist ending', 'heist']"
84,52,mighty aphrodite,3.4642857142857144,"['Comedy', 'Drama', 'Romance']","['adoption', 'prostitution']"
86,53,lamerica,5.0,"['Adventure', 'Drama']",[nan]
87,54,"big green, the",2.3333333333333335,"['Children', 'Comedy']",[nan]
88,55,georgia,4.0,['Drama'],[nan]
89,57,home for the holidays,3.0625,['Drama'],[nan]
90,58,"postman, the (postino, il)",4.027027027027027,"['Comedy', 'Drama', 'Romance']",['writing']
91,60,"indian in the cupboard, the",3.235294117647059,"['Adventure', 'Children', 'Fantasy']",[nan]
92,61,eye for an eye,3.75,"['Drama', 'Thriller']",[nan]
93,62,mr. holland's opus,3.70625,['Drama'],['music']
94,63,don't be a menace to south central while drinking your juice in the hood,2.7142857142857144,"['Comedy', 'Crime']",[nan]
95,64,two if by sea,2.2,"['Comedy', 'Romance']",[nan]
96,65,bio-dome,2.532258064516129,['Comedy'],[nan]
97,66,lawnmower man 2: beyond cyberspace,2.5,"['Action', 'Sci-Fi', 'Thriller']",[nan]
98,68,french twist (gazon maudit),3.4,"['Comedy', 'Romance']",[nan]
99,69,friday,3.775,['Comedy'],[nan]
100,70,from dusk till dawn,3.5090909090909093,"['Action', 'Comedy', 'Horror', 'Thriller']",[nan]
101,71,fair game,1.7,['Action'],[nan]
102,72,kicking and screaming,3.2142857142857144,"['Comedy', 'Drama']",[nan]
103,73,"misérables, les",3.4615384615384617,"['Drama', 'War']",[nan]
104,74,bed of roses,4.0,"['Drama', 'Romance']",[nan]
105,75,big bully,2.2,"['Comedy', 'Drama']",[nan]
106,76,screamers,3.4,"['Action', 'Sci-Fi', 'Thriller']",[nan]
107,77,nico icon,4.0,['Documentary'],[nan]
108,78,"crossing guard, the",3.3333333333333335,"['Action', 'Crime', 'Drama', 'Thriller']",[nan]
109,79,"juror, the",2.764705882352941,"['Drama', 'Thriller']",[nan]
110,80,"white balloon, the",4.0,"['Children', 'Drama']",[nan]
111,81,things to do in denver when you're dead,3.107142857142857,"['Crime', 'Drama', 'Romance']",[nan]
112,82,antonia's line (antonia),3.875,"['Comedy', 'Drama']",[nan]
113,83,once upon a time... when we were colored,3.0,"['Drama', 'Romance']",[nan]
114,85,angels and insects,3.857142857142857,"['Drama', 'Romance']",[nan]
115,86,white squall,3.966666666666667,"['Action', 'Adventure', 'Drama']",[nan]
116,87,dunston checks in,2.5,"['Children', 'Comedy']",[nan]
117,88,black sheep,3.15625,['Comedy'],[nan]
118,89,nick of time,3.25,"['Action', 'Thriller']",[nan]
119,92,mary reilly,2.625,"['Drama', 'Horror', 'Thriller']",['Jekyll and Hyde']
120,93,vampire in brooklyn,2.8333333333333335,"['Comedy', 'Horror', 'Romance']",[nan]
121,94,beautiful girls,3.95,"['Comedy', 'Drama', 'Romance']",[nan]
122,95,broken arrow,3.0238095238095237,"['Action', 'Adventure', 'Thriller']",[nan]
123,96,in the bleak midwinter,3.5,"['Comedy', 'Drama']",['theater']
124,97,"hate (haine, la)",3.9,"['Crime', 'Drama']",[nan]
125,99,heidi fleiss: hollywood madam,5.0,['Documentary'],[nan]
126,100,city hall,2.7857142857142856,"['Drama', 'Thriller']",[nan]
127,101,bottle rocket,3.782608695652174,"['Adventure', 'Comedy', 'Crime', 'Romance']","['crime', 'off-beat comedy', 'quirky']"
130,102,mr. wrong,2.4,['Comedy'],[nan]
131,103,unforgettable,3.0,"['Mystery', 'Sci-Fi', 'Thriller']",[nan]
132,104,happy gilmore,3.4393939393939394,['Comedy'],"['test tag', 'golf', 'Adam Sandler']"
135,105,"bridges of madison county, the",3.282608695652174,"['Drama', 'Romance']",[nan]
136,106,nobody loves me (keiner liebt mich),4.0,"['Comedy', 'Drama']",[nan]
137,107,muppet treasure island,3.326923076923077,"['Adventure', 'Children', 'Comedy', 'Musical']",['muppets']
138,108,catwalk,4.0,['Documentary'],[nan]
139,110,braveheart,4.031645569620253,"['Action', 'Drama', 'War']","['beautiful scenery', 'epic', 'historical', 'inspirational', 'Medieval', 'mel gibson', 'Oscar (Best Cinematography)', 'revenge', 'sword fight', 'Scotland']"
149,111,taxi driver,4.105769230769231,"['Crime', 'Drama', 'Thriller']",['assassination']
150,112,rumble in the bronx,3.5434782608695654,"['Action', 'Adventure', 'Comedy', 'Crime']",[nan]
151,113,before and after,3.3333333333333335,"['Drama', 'Mystery']",[nan]
152,116,anne frank remembered,3.9,['Documentary'],['Holocaust']
153,117,"young poisoner's handbook, the",3.0,"['Crime', 'Drama']",[nan]
154,118,if lucy fell,2.5,"['Comedy', 'Romance']",[nan]
155,119,"steal big, steal little",3.0,['Comedy'],[nan]
156,121,"boys of st. vincent, the",4.0,['Drama'],[nan]
157,122,boomerang,2.65625,"['Comedy', 'Romance']",['dating']
158,123,chungking express (chung hing sam lam),4.375,"['Drama', 'Mystery', 'Romance']",[nan]
159,125,flirting with disaster,3.5833333333333335,['Comedy'],[nan]
160,126,"neverending story iii, the",2.0,"['Adventure', 'Children', 'Fantasy']",[nan]
161,128,jupiter's wife,3.0,['Documentary'],[nan]
162,129,pie in the sky,2.0,"['Comedy', 'Romance']",[nan]
163,132,jade,2.8333333333333335,['Thriller'],[nan]
164,135,down periscope,2.9516129032258065,['Comedy'],[nan]
165,137,man of the year,3.0,['Documentary'],[nan]
166,140,up close and personal,3.5,"['Drama', 'Romance']",['journalism']
167,141,"birdcage, the",3.494186046511628,['Comedy'],[nan]
168,144,"brothers mcmullen, the",3.3333333333333335,['Comedy'],[nan]
169,145,bad boys,3.2450980392156863,"['Action', 'Comedy', 'Crime', 'Drama', 'Thriller']",[nan]
170,146,"amazing panda adventure, the",3.3333333333333335,"['Adventure', 'Children']",[nan]
171,147,"basketball diaries, the",3.466666666666667,['Drama'],"['addiction', 'heroin', 'Leonardo DiCaprio', 'Mark Wahlberg']"
175,148,"awfully big adventure, an",5.0,['Drama'],[nan]
176,149,amateur,2.0,"['Crime', 'Drama', 'Thriller']",[nan]
177,150,apollo 13,3.845771144278607,"['Adventure', 'Drama', 'IMAX']","['moon', 'NASA', 'space']"
180,151,rob roy,3.5454545454545454,"['Action', 'Drama', 'Romance', 'War']",[nan]
181,152,"addiction, the",1.5,"['Drama', 'Horror']",[nan]
182,153,batman forever,2.9160583941605838,"['Action', 'Adventure', 'Comedy', 'Crime']","['superhero', 'superhero']"
184,154,beauty of the day (belle de jour),3.875,['Drama'],[nan]
185,155,beyond rangoon,2.4166666666666665,"['Adventure', 'Drama', 'War']",[nan]
186,156,blue in the face,3.3333333333333335,"['Comedy', 'Drama']",[nan]
187,157,canadian bacon,2.8636363636363638,"['Comedy', 'War']",[nan]
188,158,casper,2.806451612903226,"['Adventure', 'Children']",[nan]
189,159,clockers,2.892857142857143,"['Crime', 'Drama', 'Mystery']",[nan]
190,160,congo,2.8771929824561404,"['Action', 'Adventure', 'Mystery', 'Sci-Fi']",['Michael Crichton']
191,161,crimson tide,3.6359223300970873,"['Drama', 'Thriller', 'War']",['submarine']
192,162,crumb,4.205882352941177,['Documentary'],['In Netflix queue']
193,163,desperado,3.5606060606060606,"['Action', 'Romance', 'Western']",[nan]
194,164,devil in a blue dress,3.3214285714285716,"['Crime', 'Film-Noir', 'Mystery', 'Thriller']",[nan]
195,165,die hard: with a vengeance,3.5555555555555554,"['Action', 'Crime', 'Thriller']",[nan]
196,166,"doom generation, the",2.8333333333333335,"['Comedy', 'Crime', 'Drama']",[nan]
197,168,first knight,3.0833333333333335,"['Action', 'Drama', 'Romance']",[nan]
198,169,free willy 2: the adventure home,2.4,"['Adventure', 'Children', 'Drama']",[nan]
199,170,hackers,3.2285714285714286,"['Action', 'Adventure', 'Crime', 'Thriller']",[nan]
200,171,jeffrey,3.8333333333333335,"['Comedy', 'Drama']",[nan]
201,172,johnny mnemonic,2.6792452830188678,"['Action', 'Sci-Fi', 'Thriller']",[nan]
202,173,judge dredd,2.6693548387096775,"['Action', 'Crime', 'Sci-Fi']",[nan]
203,174,jury duty,2.7,['Comedy'],[nan]
204,175,kids,3.975,['Drama'],"['controversial', 'New York City', 'Nudity (Full Frontal)']"
207,176,living in oblivion,4.3076923076923075,['Comedy'],[nan]
208,177,lord of illusions,2.75,['Horror'],[nan]
209,178,love & human remains,1.0,"['Comedy', 'Drama']",[nan]
210,179,mad love,1.5,"['Drama', 'Romance']",[nan]
211,180,mallrats,3.4027777777777777,"['Comedy', 'Romance']",[nan]
212,181,mighty morphin power rangers: the movie,2.264705882352941,"['Action', 'Children']",[nan]
213,183,mute witness,3.5,"['Comedy', 'Horror', 'Thriller']",[nan]
214,184,nadja,3.5,['Drama'],[nan]
215,185,"net, the",3.0401785714285716,"['Action', 'Crime', 'Thriller']",['computers']
216,186,nine months,2.8229166666666665,"['Comedy', 'Romance']",[nan]
217,187,party girl,4.125,['Comedy'],[nan]
218,188,"prophecy, the",3.4583333333333335,"['Fantasy', 'Horror', 'Mystery']",[nan]
219,189,reckless,3.0,"['Comedy', 'Fantasy']",[nan]
220,190,safe,2.8,['Thriller'],[nan]
221,191,"scarlet letter, the",2.4166666666666665,"['Drama', 'Romance']",[nan]
222,193,showgirls,2.4714285714285715,['Drama'],[nan]
223,194,smoke,3.6666666666666665,"['Comedy', 'Drama']",[nan]
224,195,something to talk about,3.1,"['Comedy', 'Drama', 'Romance']",[nan]
225,196,species,2.6666666666666665,"['Horror', 'Sci-Fi']",[nan]
226,198,strange days,3.25,"['Action', 'Crime', 'Drama', 'Mystery', 'Sci-Fi', 'Thriller']",[nan]
227,199,"umbrellas of cherbourg, the (parapluies de cherbourg, les)",4.125,"['Drama', 'Musical', 'Romance']",['Made me cry']
228,201,three wishes,3.0,"['Drama', 'Fantasy']",[nan]
229,202,total eclipse,3.0,"['Drama', 'Romance']",[nan]
230,203,"to wong foo, thanks for everything! julie newmar",3.4318181818181817,['Comedy'],[nan]
231,204,under siege 2: dark territory,2.716666666666667,['Action'],[nan]
232,205,unstrung heroes,3.1666666666666665,"['Comedy', 'Drama']",[nan]
233,206,unzipped,3.0,['Documentary'],[nan]
234,207,"walk in the clouds, a",3.4285714285714284,"['Drama', 'Romance']",[nan]
235,208,waterworld,2.9130434782608696,"['Action', 'Adventure', 'Sci-Fi']",[nan]
236,209,white man's burden,3.1666666666666665,['Drama'],[nan]
237,210,wild bill,3.0,['Western'],[nan]
238,211,"browning version, the",3.5,['Drama'],[nan]
239,212,bushwhacked,3.0,"['Adventure', 'Comedy', 'Crime', 'Mystery']",[nan]
240,213,burnt by the sun (utomlyonnye solntsem),3.8333333333333335,['Drama'],[nan]
241,214,before the rain (pred dozhdot),4.0,"['Drama', 'War']",[nan]
242,215,before sunrise,4.041666666666667,"['Drama', 'Romance']",['generation X']
243,216,billy madison,3.326530612244898,['Comedy'],"['school', 'Adam Sandler', 'stop looking at me swan']"
246,217,"babysitter, the",2.3333333333333335,"['Drama', 'Thriller']",[nan]
247,218,boys on the side,3.4285714285714284,"['Comedy', 'Drama']",[nan]
248,219,"cure, the",3.0,['Drama'],[nan]
249,220,castle freak,3.0,['Horror'],[nan]
250,222,circle of friends,3.75,"['Drama', 'Romance']",['Ireland']
251,223,clerks,3.855769230769231,['Comedy'],"['cynical', 'hilarious', 'independent film', 'quirky', 'witty', 'generation X']"
257,224,don juan demarco,3.6125,"['Comedy', 'Drama', 'Romance']","['mental illness', 'psychology']"
259,225,disclosure,3.5384615384615383,"['Drama', 'Thriller']",[nan]
260,227,drop zone,2.8636363636363638,"['Action', 'Thriller']",[nan]
261,228,destiny turns on the radio,2.3333333333333335,['Comedy'],[nan]
262,229,death and the maiden,3.4285714285714284,"['Drama', 'Thriller']",[nan]
263,230,dolores claiborne,3.3958333333333335,"['Drama', 'Thriller']",['Stephen King']
264,231,dumb & dumber (dumb and dumber),3.0601503759398496,"['Adventure', 'Comedy']",[nan]
265,232,eat drink man woman (yin shi nan nu),3.892857142857143,"['Comedy', 'Drama', 'Romance']",['In Netflix queue']
266,233,exotica,3.5,['Drama'],[nan]
267,234,exit to eden,2.588235294117647,['Comedy'],[nan]
268,235,ed wood,3.6785714285714284,"['Comedy', 'Drama']",['movie business']
269,236,french kiss,3.477777777777778,"['Action', 'Comedy', 'Romance']",[nan]
270,237,forget paris,3.340909090909091,"['Comedy', 'Romance']","['basketball', 'France', 'infertility']"
273,238,far from home: the adventures of yellow dog,4.0,"['Adventure', 'Children']",[nan]
274,239,"goofy movie, a",3.0,"['Animation', 'Children', 'Comedy', 'Romance']",[nan]
275,240,hideaway,2.375,['Thriller'],[nan]
276,241,fluke,4.0,"['Children', 'Drama']",[nan]
277,242,farinelli: il castrato,3.6,"['Drama', 'Musical']",[nan]
278,243,gordy,3.0,"['Children', 'Comedy', 'Fantasy']",[nan]
279,246,hoop dreams,4.293103448275862,['Documentary'],['basketball']
280,247,heavenly creatures,3.9285714285714284,"['Crime', 'Drama']",['Australia']
281,248,houseguest,3.176470588235294,['Comedy'],"['bad', 'Sinbad']"
283,249,immortal beloved,3.7222222222222223,"['Drama', 'Romance']",['Beethoven']
284,250,heavyweights (heavy weights),2.5,"['Children', 'Comedy']",[nan]
285,251,"hunted, the",3.0,['Action'],[nan]
286,252,i.q.,3.453488372093023,"['Comedy', 'Romance']",['Einstein']
287,253,interview with the vampire: the vampire chronicles,3.458715596330275,"['Drama', 'Horror']",[nan]
288,254,jefferson in paris,3.0,['Drama'],[nan]
289,255,"jerky boys, the",2.0714285714285716,['Comedy'],[nan]
290,256,junior,2.8285714285714287,"['Comedy', 'Sci-Fi']",[nan]
291,257,just cause,3.5,"['Mystery', 'Thriller']",['court']
292,258,"kid in king arthur's court, a",2.6,"['Adventure', 'Children', 'Comedy', 'Fantasy', 'Romance']",[nan]
293,259,kiss of death,3.2,"['Crime', 'Drama', 'Thriller']",[nan]
294,260,star wars: episode iv - a new hope,4.231075697211155,"['Action', 'Adventure', 'Sci-Fi']","['classic', 'space action', 'action', 'sci-fi', 'EPIC', 'great soundtrack', 'classic sci-fi', 'engrossing adventure', 'EPIC', 'classic', 'Nerd', 'classic sci-fi', 'space action', 'space epic', 'oldie but goodie', 'sci-fi', 'Star Wars', 'ROBOTS AND ANDROIDS', 'space', 'classic sci-fi', 'sci-fi', 'space adventure', 'Star Wars', 'darth vader', 'luke skywalker', 'space opera']"
320,261,little women,3.880952380952381,['Drama'],['Louisa May Alcott']
321,262,"little princess, a",3.9047619047619047,"['Children', 'Drama']","['England', 'Girl Power', 'India']"
324,263,ladybird ladybird,4.0,['Drama'],[nan]
325,265,like water for chocolate (como agua para chocolate),3.9393939393939394,"['Drama', 'Fantasy', 'Romance']",[nan]
326,266,legends of the fall,3.3970588235294117,"['Drama', 'Romance', 'War', 'Western']",[nan]
327,267,major payne,2.9411764705882355,['Comedy'],[nan]
328,269,my crazy life (mi vida loca),3.0,['Drama'],[nan]
329,270,love affair,3.4,"['Drama', 'Romance']",[nan]
330,271,losing isaiah,3.5,['Drama'],[nan]
331,272,"madness of king george, the",3.7580645161290325,"['Comedy', 'Drama']","['England', 'mental illness']"
333,273,mary shelley's frankenstein (frankenstein),2.9464285714285716,"['Drama', 'Horror', 'Sci-Fi']",['gothic']
334,274,man of the house,2.9285714285714284,['Comedy'],[nan]
335,275,mixed nuts,2.0,['Comedy'],[nan]
336,276,milk money,3.25,"['Comedy', 'Romance']",[nan]
337,277,miracle on 34th street,3.223684210526316,['Drama'],['Christmas']
338,278,miami rhapsody,1.5,['Comedy'],[nan]
339,279,my family,3.0,['Drama'],['In Netflix queue']
340,280,murder in the first,4.076923076923077,"['Drama', 'Thriller']",['prison']
341,281,nobody's fool,3.7857142857142856,"['Comedy', 'Drama', 'Romance']",[nan]
342,282,nell,3.3375,['Drama'],"['disability', 'twins']"
344,283,new jersey drive,3.6666666666666665,"['Crime', 'Drama']",[nan]
345,284,new york cop (nyû yôku no koppu),4.5,"['Action', 'Crime']",[nan]
346,285,beyond bedlam,4.0,"['Drama', 'Horror']",[nan]
347,287,nina takes a lover,3.0,"['Comedy', 'Romance']",[nan]
348,288,natural born killers,3.233695652173913,"['Action', 'Crime', 'Thriller']","['brutality', 'controversial', 'dark comedy', 'psychedelic', 'satire', 'stylized']"
354,289,only you,3.5625,"['Comedy', 'Romance']",[nan]
355,290,once were warriors,4.035714285714286,"['Crime', 'Drama']",['In Netflix queue']
356,291,poison ivy ii,2.3333333333333335,"['Drama', 'Thriller']",[nan]
357,292,outbreak,3.4257425742574257,"['Action', 'Drama', 'Sci-Fi', 'Thriller']",[nan]
358,293,léon: the professional (a.k.a. the professional) (léon),4.018796992481203,"['Action', 'Crime', 'Drama', 'Thriller']","['assassin', 'Jean Reno', 'hit men', 'Action', 'assassin', 'assassination', 'assassins', 'awkward romance', 'corruption', 'crime', 'disturbing', 'drama', 'French', 'friendship', 'Gary Oldman', 'great acting', 'Guns', 'hit men', 'hitman', 'humorous', 'imdb top 250', 'Jean Reno', 'Lolita theme', 'loneliness', 'love story', 'Luc Besson', 'Natalie Portman', 'organized crime', 'police', 'police corruption', 'quirky', 'sniper', 'tense', 'touching', 'unique']"
393,294,"perez family, the",3.0,"['Comedy', 'Romance']",[nan]
394,295,"pyromaniac's love story, a",3.0,"['Comedy', 'Romance']",[nan]
395,296,pulp fiction,4.197068403908795,"['Comedy', 'Crime', 'Drama', 'Thriller']","['good dialogue', 'great soundtrack', 'non-linear', 'cult film', 'drugs', 'Quentin Tarantino', 'Tarantino', 'hit men', '1990s', 'achronological', 'action', 'action packed', 'aggressive', 'amazing', 'amazing dialogues', 'anthology', 'assassin', 'atmospheric', 'AWESOME', 'bad ass', 'bad language', 'bad-ass', 'bible', 'biblical references', 'big boys with guns', 'big name actors', 'Black comedy', 'black humor', 'black humour', 'blood', 'blood splatters', 'bloody', 'bruce willis', 'brutality', 'casual violence', 'character development', 'characters', 'classic', 'classic movie', 'coke', 'comedy', 'conversation', 'cool', 'cool style', 'crime', 'crime scene scrubbing', 'cult', 'cult classic', 'cult film', 'dance', 'dancing', 'dark', 'dark comedy', 'dark humor', 'dialogue', 'different', 'diner', 'disjointed timeline', 'disturbing', 'drama', 'drug overdose', 'drugs', 'drugs & music', 'ensemble cast', 'entertaining', 'entirely dialogue', 'episodic', 'exciting', 'fast paced', 'fast-paced', 'film noir', 'film-noir', 'foul language', 'fun', 'funny', 'gangster', 'gangsters', 'genius', 'golden watch', 'good dialogue', 'good music', 'gore', 'great acting', 'great dialogue', 'great soundtrack', 'gritty', 'guns', 'Harvey Keitel', 'heroin', 'Highly quotable', 'hit men', 'hitman', 'homosexuality', 'humour', 'iconic', 'imdb top 250', 'innovative', 'intellectual', 'intelligent', 'intense', 'interesting', 'intertwining storylines', 'interwoven storylines', 'ironic', 'irony', 'John Travolta', 'killer-as-protagonist', 'los angeles', 'Mafia', 'masterpiece', 'meaningless violence', 'milkshake', 'mobster', 'mobsters', 'monologue', 'motherfucker', 'multiple stories', 'multiple storylines', 'neo-noir', 'noir', 'non-linear', 'non-linear timeline', 'nonlinear', 'nonlinear narrative', 'nonlinear storyline', 'nonlinear timeline', 'notable soundtrack', 'offensive', 'organised crime', 'organized crime', 'original', 'original plot', 'out of order', ""Palme d'Or"", 'parody', 'philosophical', 'pop culture references', 'psychological', 'pulp', 'Quentin Tarantino', 'quirky', 'Quotable', 'r:disturbing violent content including rape', 'r:disturbing violent images', 'r:graphic sexuality', 'r:some violence', 'r:strong bloody violence', 'r:strong language', 'r:sustained strong stylized violence', 'r:violence', 'random', 'rape', 'retro', 'Roger Avary', 'royal with cheese', 'Samuel L. Jackson', 'sarcasm', 'satire', 'sexy', 'smart writing', 'sophisticated', 'soundtrack', 'splatter', 'Steve Buscemi', 'storytelling', 'stylish', 'stylized', 'suspense', 'Tarantino', 'thought-provoking', 'thriller', 'travolta', 'twist ending', 'Uma Thurman', 'unique', 'unpredictable', 'unusual', 'very funny', 'violence', 'violent', 'witty']"
576,298,pushing hands (tui shou),2.0,['Drama'],[nan]
577,299,priest,4.0,['Drama'],[nan]
578,300,quiz show,3.5185185185185186,['Drama'],['TV']
579,301,picture bride (bijo photo),4.0,"['Drama', 'Romance']",[nan]
580,302,"queen margot (reine margot, la)",3.2,"['Drama', 'Romance']",[nan]
581,303,"quick and the dead, the",2.953125,"['Action', 'Thriller', 'Western']",[nan]
582,304,roommates,3.6666666666666665,"['Comedy', 'Drama']",[nan]
583,305,ready to wear (pret-a-porter),2.8333333333333335,['Comedy'],[nan]
584,306,three colors: red (trois couleurs: rouge),4.21875,['Drama'],[nan]
585,307,three colors: blue (trois couleurs: bleu),3.8958333333333335,['Drama'],['Death']
586,308,three colors: white (trzy kolory: bialy),4.025,"['Comedy', 'Drama']","['marriage', 'cynical']"
588,310,rent-a-kid,3.0,['Comedy'],[nan]
589,311,relative fear,3.0,"['Horror', 'Thriller']",[nan]
590,312,stuart saves his family,1.4444444444444444,['Comedy'],[nan]
591,313,"swan princess, the",3.3333333333333335,"['Animation', 'Children']",[nan]
592,314,"secret of roan inish, the",3.75,"['Children', 'Drama', 'Fantasy', 'Mystery']",[nan]
593,315,"specialist, the",3.0789473684210527,"['Action', 'Drama', 'Thriller']",[nan]
594,316,stargate,3.375,"['Action', 'Adventure', 'Sci-Fi']",['time travel']
595,317,"santa clause, the",3.2037037037037037,"['Comedy', 'Drama', 'Fantasy']",['Christmas']
596,318,"shawshank redemption, the",4.429022082018927,"['Crime', 'Drama']","['prison', 'Stephen King', 'wrongful imprisonment', 'Morgan Freeman']"
600,319,shallow grave,3.6,"['Comedy', 'Drama', 'Thriller']",[nan]
601,320,suture,3.0,"['Film-Noir', 'Thriller']",[nan]
602,321,strawberry and chocolate (fresa y chocolate),4.0,['Drama'],[nan]
603,322,swimming with sharks,3.55,"['Comedy', 'Drama']",[nan]
604,324,"sum of us, the",4.0,"['Comedy', 'Drama']",[nan]
605,325,national lampoon's senior trip,2.5,['Comedy'],[nan]
606,326,to live (huozhe),4.0,['Drama'],['In Netflix queue']
607,327,tank girl,2.823529411764706,"['Action', 'Comedy', 'Sci-Fi']",[nan]
608,328,tales from the crypt presents: demon knight,3.15,"['Horror', 'Thriller']",[nan]
609,329,star trek: generations,3.3935185185185186,"['Adventure', 'Drama', 'Sci-Fi']",['Enterprise']
610,330,tales from the hood,3.0,"['Action', 'Crime', 'Horror']",[nan]
611,331,tom & viv,3.0,['Drama'],[nan]
612,332,village of the damned,2.8333333333333335,"['Horror', 'Sci-Fi']",[nan]
613,333,tommy boy,3.78,['Comedy'],[nan]
614,334,vanya on 42nd street,4.2,['Drama'],[nan]
615,335,underneath,3.5,"['Mystery', 'Thriller']",[nan]
616,336,"walking dead, the",3.0,"['Drama', 'War']",[nan]
617,337,what's eating gilbert grape,3.7662337662337664,['Drama'],['mental illness']
618,338,virtuosity,2.8421052631578947,"['Action', 'Sci-Fi', 'Thriller']",['serial killer']
619,339,while you were sleeping,3.4693877551020407,"['Comedy', 'Romance']",['coma']
620,340,"war, the",3.4,"['Adventure', 'Drama', 'War']",[nan]
621,341,double happiness,4.0,['Drama'],[nan]
622,342,muriel's wedding,3.272727272727273,['Comedy'],"['Australia', 'weddings']"
624,343,"baby-sitters club, the",2.9,['Children'],[nan]
625,344,ace ventura: pet detective,3.040372670807453,['Comedy'],[nan]
626,345,"adventures of priscilla, queen of the desert, the",3.5972222222222223,"['Comedy', 'Drama']","['cross dressing', 'men in drag', 'remade']"
629,346,backbeat,3.5,"['Drama', 'Musical']",[nan]
630,347,bitter moon,3.5,"['Drama', 'Film-Noir', 'Romance']",[nan]
631,348,bullets over broadway,3.5833333333333335,['Comedy'],[nan]
